camera,status,loc,ft,s0.date,s1.rd,s1.date,s1.pt,s2.rd,s2.date,s2.pt,s3.rd,s3.date,s3.pt,s4.rd,s4.date,s4.pt,s5.rd,s5.date,s5.pt,s6.rd,s6.date,s6.pt,s7.rd,s7.date,s7.pt,s8.rd,s8.date,s8.pt,,
124b,1,b,w,NA,NA,24/01/2017,NA,14,17/05/2017,o,153,17/10/2017,o,114,17/04/2018,o,170,4/10/2018,o,190,15/04/2019,o,178,10/10/2019,o,161,16/10/2020,o,,
128b,1,b,w,NA,NA,27/01/2017,NA,17,15/05/2017,o,156,18/10/2017,o,148,16/04/2018,o,172,5/10/2018,o,165,12/04/2019,o,173,9/10/2019,o,217,17/10/2020,o,,
136b,1,g,w,NA,NA,26/01/2017,NA,1,15/05/2017,o,156,18/10/2017,o,170,16/04/2018,o,151,5/10/2018,o,69,16/04/2019,o,165,9/10/2019,o,209,17/10/2020,o,,
183b,1,b,w,NA,NA,6/01/2017,NA,123,11/05/2017,o,26,9/10/2017,o,NA,10/04/2018,NA,174,1/10/2018,o,184,10/04/2019,o,177,4/10/2019,o,157,21/10/2020,o,,
185b,1,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,151,9/10/2017,o,NA,10/04/2018,NA,174,1/10/2018,o,155,10/04/2019,o,177,4/10/2019,o,265,21/10/2020,o,,
187b,1,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,151,9/10/2017,o,NA,10/04/2018,NA,174,1/10/2018,o,151,10/04/2019,c,158,4/10/2019,o,241,21/10/2020,o,,
189b,1,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,151,9/10/2017,o,NA,10/04/2018,NA,143,1/10/2018,o,69,10/04/2019,o,155,4/10/2019,o,238,21/10/2020,o,,
192b,1,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,119,9/10/2017,o,NA,10/04/2018,NA,174,1/10/2018,o,114,11/04/2019,c,146,4/10/2019,o,273,21/10/2020,o,,
197b,1,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,99,9/10/2017,o,NA,10/04/2018,NA,124,1/10/2018,o,126,11/04/2019,o,148,4/10/2019,o,133,21/10/2020,o,,
200b,1,b,w,NA,NA,NA,NA,NA,12/05/2017,NA,119,9/10/2017,o,NA,10/04/2018,NA,170,1/10/2018,o,147,11/04/2019,c,169,4/10/2019,o,243,21/10/2020,o,,
201b,1,b,w,NA,NA,NA,NA,NA,12/05/2017,NA,150,9/10/2017,o,NA,10/04/2018,NA,174,1/10/2018,o,162,11/04/2019,o,169,4/10/2019,o,225,21/10/2020,o,,
215b,1,b,w,NA,NA,NA,NA,NA,13/05/2017,NA,146,10/10/2017,o,NA,9/04/2018,NA,171,27/09/2018,o,4,5/04/2019,o,181,3/10/2019,o,117,20/10/2020,o,,
217b,1,b,w,NA,NA,NA,NA,NA,13/05/2017,NA,148,8/10/2017,o,170,9/04/2018,o,171,27/09/2018,o,110,5/04/2019,o,181,3/10/2019,o,305,20/10/2020,o,,
219b,1,b,w,NA,NA,NA,NA,NA,10/05/2017,NA,72,8/10/2017,o,NA,9/04/2018,NA,171,27/09/2018,o,172,5/04/2019,o,180,3/10/2019,o,156,20/10/2020,o,,
220b,1,b,w,NA,NA,NA,NA,NA,10/05/2017,NA,75,8/10/2017,o,NA,9/04/2018,NA,114,27/09/2018,o,171,5/04/2019,o,181,3/10/2019,o,221,20/10/2020,o,,
221b,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/04/2019,NA,181,3/10/2019,o,273,20/10/2020,o,,
223b,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5/04/2019,NA,181,3/10/2019,o,333,20/10/2020,o,,
228c,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,14/10/2017,NA,141,9/04/2018,o,171,27/09/2018,o,53,5/04/2019,o,181,3/10/2019,o,184,17/10/2020,o,,
281b,1,b,w,NA,NA,NA,NA,NA,16/05/2017,NA,141,18/10/2017,o,NA,16/04/2018,NA,155,6/10/2018,o,107,17/04/2019,o,164,7/10/2019,o,96,17/10/2020,o,,
303b,1,b,w,NA,NA,26/01/2017,NA,16,17/05/2017,o,153,17/10/2017,o,NA,17/04/2018,NA,170,4/10/2018,o,173,15/04/2019,o,178,10/10/2019,o,233,16/10/2020,o,,
320b,1,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,89,9/10/2017,o,NA,10/04/2018,NA,158,1/10/2018,o,104,10/04/2019,o,106,4/10/2019,o,204,21/10/2020,o,,
321b,1,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,151,9/10/2017,o,NA,10/04/2018,NA,119,1/10/2018,o,164,11/04/2019,o,99,4/10/2019,o,169,21/10/2020,o,,
322b,1,b,w,NA,NA,NA,NA,NA,11/05/2017,NA,2,9/10/2017,o,NA,10/04/2018,NA,174,1/10/2018,o,145,11/04/2019,o,170,4/10/2019,o,238,21/10/2020,o,,
323b,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/04/2018,NA,174,1/10/2018,o,191,10/04/2019,o,177,4/10/2019,o,264,21/10/2020,o,,
55b,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,127,22/10/2017,o,NA,20/04/2018,NA,136,8/10/2018,o,146,20/04/2019,o,170,11/10/2019,o,274,10/10/2020,o,,
62b,1,b,w,NA,NA,24/01/2017,NA,42,17/05/2017,o,153,17/10/2017,o,112,17/04/2018,o,170,4/10/2018,o,192,15/04/2019,o,178,10/10/2019,o,321,16/10/2020,o,,
67b,1,b,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8/10/2018,NA,119,21/04/2019,o,172,11/10/2019,o,284,10/10/2020,o,,
69a,1,b,w,NA,NA,NA,NA,NA,21/05/2017,NA,95,22/10/2017,o,NA,20/04/2018,NA,171,8/10/2018,o,147,20/04/2019,c,174,11/10/2019,o,139,10/10/2020,o,,
71b,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,99,22/10/2017,o,131,20/04/2018,o,131,8/10/2018,o,107,20/04/2019,o,165,11/10/2019,o,232,10/10/2020,o,,
71c,1,b,w,NA,NA,NA,NA,NA,21/05/2017,NA,71,22/10/2017,u,167,20/04/2018,o,166,9/10/2018,o,178,20/04/2019,o,174,11/10/2019,o,289,10/10/2020,o,,
71d,1,b,w,NA,NA,NA,NA,NA,21/05/2017,NA,89,20/10/2017,o,117,20/04/2018,u,118,9/10/2018,o,48,20/04/2019,o,91,11/10/2019,o,216,10/10/2020,o,,
72b,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,64,22/10/2017,o,170,20/04/2018,o,172,9/10/2018,o,147,20/04/2019,o,174,11/10/2019,o,246,10/10/2020,o,,
74b,1,b,w,NA,NA,NA,NA,NA,20/05/2017,NA,67,20/10/2017,o,NA,20/04/2018,NA,172,9/10/2018,o,163,20/04/2019,o,174,11/10/2019,o,100,10/10/2020,o,,
74c,1,g,w,NA,NA,NA,NA,NA,20/05/2017,NA,146,22/10/2017,o,145,20/04/2018,o,116,9/10/2018,o,169,20/04/2019,o,131,11/10/2019,o,188,10/10/2020,o,,
78b,1,b,w,NA,NA,NA,NA,NA,17/05/2017,NA,153,17/10/2017,o,126,17/04/2018,o,150,4/10/2018,o,128,15/04/2019,o,114,10/10/2019,o,99,16/10/2020,o,,
81b,1,b,w,NA,NA,24/01/2017,NA,16,17/05/2017,o,153,17/10/2017,o,172,17/04/2018,o,170,4/10/2018,o,192,15/04/2019,o,178,10/10/2019,o,296,16/10/2020,o,,
85c,1,b,w,NA,NA,NA,NA,NA,17/05/2017,NA,153,17/10/2017,o,NA,17/04/2018,NA,167,4/10/2018,o,187,15/04/2019,o,173,10/10/2019,o,190,16/10/2020,o,,
92d,1,g,w,NA,NA,NA,NA,NA,18/05/2017,NA,120,17/10/2017,o,NA,17/04/2018,NA,153,4/10/2018,o,137,15/04/2019,o,110,10/10/2019,o,151,16/10/2020,o,,
92e,1,g,w,NA,NA,NA,NA,NA,18/05/2017,NA,151,17/10/2017,o,NA,17/04/2018,NA,169,4/10/2018,o,136,15/04/2019,o,131,10/10/2019,o,144,16/10/2020,o,,
92f,1,g,w,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17/04/2018,NA,147,4/10/2018,o,NA,15/04/2019,NA,145,10/10/2019,o,90,16/10/2020,o,,
1_1,0,b,w,10/11/2019,107,10/03/2020,o,2,13/07/2020,o,125,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1_2,0,b,w,10/11/2019,81,10/03/2020,o,125,13/07/2020,o,125,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2_1,0,b,w,10/11/2019,111,10/03/2020,o,93,13/07/2020,o,121,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2_2,0,b,w,10/11/2019,116,10/03/2020,o,121,13/07/2020,o,109,16/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2_3,0,b,w,10/11/2019,82,10/03/2020,o,125,13/07/2020,o,125,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3_1,0,b,w,28/11/2019,107,18/03/2020,c,129,25/07/2020,o,122,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3_2,0,b,w,28/11/2019,28,18/03/2020,o,77,25/07/2020,o,122,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3_3,0,b,w,28/11/2019,110,18/03/2020,o,129,25/07/2020,o,122,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3_4,0,g,w,28/11/2019,99,18/03/2020,o,82,22/07/2020,o,124,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3_5,0,b,w,28/11/2019,111,18/03/2020,o,126,22/07/2020,o,94,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3_6,0,b,w,28/11/2019,37,18/03/2020,o,107,22/07/2020,c,125,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3_7,0,b,w,28/11/2019,104,18/03/2020,o,91,22/07/2020,o,117,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4_1,0,b,w,28/11/2019,108,17/03/2020,o,81,22/07/2020,o,123,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4_2,0,g,w,28/11/2019,108,17/03/2020,o,127,22/07/2020,c,61,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4_3,0,b,w,28/11/2019,86,17/03/2020,o,126,22/07/2020,o,123,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4_4,0,b,w,28/11/2019,86,17/03/2020,o,79,22/07/2020,o,123,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
4_5,0,b,w,28/11/2019,108,17/03/2020,o,127,22/07/2020,o,123,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5_1,0,b,w,10/11/2019,112,10/03/2020,o,125,13/07/2020,o,127,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5_2,0,b,w,10/11/2019,92,10/03/2020,o,111,13/07/2020,o,125,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6_1,0,b,w,10/11/2019,106,10/03/2020,o,125,13/07/2020,o,126,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6_2,0,g,w,10/11/2019,116,10/03/2020,o,125,13/07/2020,o,95,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
7_1,0,b,w,10/11/2019,108,10/03/2020,o,125,13/07/2020,o,126,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
7_2,0,b,w,10/11/2019,110,10/03/2020,o,125,13/07/2020,o,126,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
8_1,0,g,w,10/11/2019,120,10/03/2020,o,127,15/07/2020,c,125,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9_1,0,b,w,10/11/2019,86,10/03/2020,o,127,15/07/2020,l,125,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9_2,0,g,w,10/11/2019,110,10/03/2020,o,127,15/07/2020,o,125,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9_3,0,g,w,10/11/2019,119,10/03/2020,o,127,15/07/2020,o,49,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10_1,0,g,w,10/11/2019,118,11/03/2020,o,137,26/07/2020,h,113,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10_2,0,b,w,10/11/2019,116,10/03/2020,o,126,14/07/2020,o,125,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10_3,0,b,w,10/11/2019,117,10/03/2020,o,92,14/07/2020,o,70,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11_1,0,b,w,12/11/2019,87,11/03/2020,o,126,15/07/2020,o,124,16/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11_2,0,b,w,12/11/2019,110,11/03/2020,o,126,15/07/2020,o,124,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11_3,0,b,w,12/11/2019,91,11/03/2020,o,99,15/07/2020,o,124,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11_4,0,b,w,12/11/2019,113,11/03/2020,o,126,15/07/2020,o,109,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11_5,0,b,w,12/11/2019,104,11/03/2020,o,113,15/07/2020,o,123,16/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12_1,0,b,w,11/11/2019,103,11/03/2020,o,94,14/07/2020,o,126,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12_2,0,b,w,11/11/2019,80,11/03/2020,o,125,14/07/2020,h,126,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12_3,0,b,w,11/11/2019,106,11/03/2020,o,125,14/07/2020,o,126,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13_1,0,g,w,11/11/2019,87,11/03/2020,o,111,14/07/2020,o,91,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
13_2,0,b,w,11/11/2019,113,11/03/2020,o,125,14/07/2020,h,125,17/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
15_1,0,b,w,11/11/2019,67,11/03/2020,o,125,14/07/2020,o,136,28/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
16_1,0,b,w,11/11/2019,97,11/03/2020,o,125,14/07/2020,o,134,28/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
17_1,0,b,w,11/11/2019,119,12/03/2020,o,124,14/07/2020,h,126,17/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
18_1,0,g,w,11/11/2019,118,11/03/2020,o,102,14/07/2020,o,100,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
18_2,0,b,w,11/11/2019,107,11/03/2020,o,125,14/07/2020,h,127,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
18_3,0,b,w,11/11/2019,112,11/03/2020,o,125,14/07/2020,o,80,28/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
18_4,0,g,w,11/11/2019,70,11/03/2020,o,94,14/07/2020,o,130,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
18_5,0,b,w,11/11/2019,117,11/03/2020,c,125,14/07/2020,o,127,18/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
19_1,0,g,w,13/11/2019,115,12/03/2020,o,125,15/07/2020,o,126,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
20_1,0,b,w,13/11/2019,81,12/03/2020,o,136,26/07/2020,o,114,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
21_1,0,b,w,13/11/2019,114,12/03/2020,o,125,15/07/2020,o,126,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
22_1,0,b,w,13/11/2019,118,12/03/2020,o,125,15/07/2020,h,126,18/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
23_1,0,b,w,13/11/2019,112,13/03/2020,o,126,17/07/2020,o,123,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
23_2,0,g,w,14/11/2019,80,13/03/2020,o,126,17/07/2020,o,125,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
23_3,0,b,w,13/11/2019,105,13/03/2020,o,126,17/07/2020,h,122,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
23_4,0,b,w,14/11/2019,120,13/03/2020,c,126,17/07/2020,o,125,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
23_5,0,b,w,14/11/2019,113,13/03/2020,o,94,17/07/2020,h,125,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
24_1,0,b,w,13/11/2019,106,13/03/2020,o,125,16/07/2020,o,109,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
25_1,0,b,w,13/11/2019,107,13/03/2020,o,125,16/07/2020,o,123,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
25_2,0,g,w,13/11/2019,71,13/03/2020,o,112,16/07/2020,o,126,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
25_3,0,b,w,13/11/2019,113,13/03/2020,o,80,17/07/2020,h,37,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
26_1,0,b,w,13/11/2019,117,13/03/2020,o,125,16/07/2020,o,126,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
26_2,0,b,w,13/11/2019,118,13/03/2020,o,125,16/07/2020,o,123,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
26_3,0,b,w,13/11/2019,115,13/03/2020,o,125,16/07/2020,o,95,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
27_1,0,b,w,14/11/2019,113,13/03/2020,o,125,16/07/2020,o,125,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
27_3,0,g,w,14/11/2019,115,13/03/2020,o,125,16/07/2020,o,126,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
28_1,0,b,w,14/11/2019,107,13/03/2020,o,120,16/07/2020,o,134,28/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
28_2,0,b,w,14/11/2019,114,13/03/2020,o,125,16/07/2020,o,133,28/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
28_3,0,b,w,14/11/2019,71,13/03/2020,c,91,16/07/2020,h,134,28/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
29_1,0,b,w,13/11/2019,108,13/03/2020,o,125,16/07/2020,o,134,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
29_2,0,b,w,13/11/2019,113,13/03/2020,o,125,16/07/2020,o,125,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
29_3,0,b,w,13/11/2019,105,13/03/2020,o,125,16/07/2020,o,126,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
29_4,0,b,w,13/11/2019,105,13/03/2020,o,125,16/07/2020,o,118,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
29_5,0,g,w,13/11/2019,102,13/03/2020,c,125,16/07/2020,o,108,19/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
30_1,0,b,w,18/11/2019,119,20/03/2020,o,119,17/07/2020,o,123,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
30_2,0,b,w,18/11/2019,103,20/03/2020,l,119,17/07/2020,o,123,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
30_3,0,b,w,18/11/2019,105,20/03/2020,o,119,17/07/2020,o,124,18/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
31_1,0,b,w,15/11/2019,115,14/03/2020,o,100,22/07/2020,o,126,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
32_1,0,g,w,18/11/2019,108,14/03/2020,o,129,21/07/2020,o,127,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
32_2,0,b,w,18/11/2019,NA,14/03/2020,o,129,21/07/2020,o,109,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
33_1,0,b,w,18/11/2019,112,14/03/2020,o,128,21/07/2020,o,127,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
33_2,0,b,w,18/11/2019,112,14/03/2020,o,129,21/07/2020,o,127,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
33_3,0,b,w,18/11/2019,113,14/03/2020,o,129,21/07/2020,c,127,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
34_1,0,b,w,15/11/2019,109,14/03/2020,o,126,18/07/2020,o,104,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
35_1,0,b,w,15/11/2019,104,15/03/2020,o,124,18/07/2020,o,129,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
35_2,0,b,w,15/11/2019,83,15/03/2020,o,80,18/07/2020,o,130,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
36_1,0,b,w,15/11/2019,104,15/03/2020,o,125,18/07/2020,o,130,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
36_2,0,b,w,15/11/2019,106,15/03/2020,o,124,18/07/2020,o,128,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
36_3,0,b,w,15/11/2019,60,15/03/2020,o,125,18/07/2020,h,129,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
37_1,0,g,w,15/11/2019,93,14/03/2020,o,40,22/07/2020,o,127,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
37_2,0,b,w,15/11/2019,106,14/03/2020,o,128,22/07/2020,o,112,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
37_3,0,b,w,15/11/2019,109,14/03/2020,o,129,22/07/2020,o,124,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
37_4,0,b,w,15/11/2019,111,14/03/2020,o,129,22/07/2020,o,117,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
37_5,0,b,w,23/11/2019,109,14/03/2020,o,130,22/07/2020,o,127,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
38_1,0,b,w,19/11/2019,114,14/03/2020,o,130,22/07/2020,o,127,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
38_2,0,b,w,19/11/2019,102,14/03/2020,c,130,22/07/2020,o,98,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
38_3,0,b,w,19/11/2019,110,14/03/2020,o,23,22/07/2020,o,70,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
39_1,0,b,w,19/11/2019,110,14/03/2020,o,129,21/07/2020,o,127,25/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
39_2,0,b,w,19/11/2019,111,14/03/2020,o,129,21/07/2020,o,127,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
39_3,0,b,w,19/11/2019,106,14/03/2020,o,129,21/07/2020,o,127,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
