camera,status,loc,ft,s0.date,s1.rd,s1.date,s1.pt,s2.rd,s2.date,s2.pt,s3.rd,s3.date,s3.pt,s4.rd,s4.date,s4.pt,s5.rd,s5.date,s5.pt,s6.rd,s6.date,s6.pt,s7.rd,s7.date,s7.pt,s8.rd,s8.date,s8.pt,,
AF-S2-C1_S1,0,r,w,4/06/2018,65,8/08/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C1_S2,0,r,w,NA,NA,8/08/2018,NA,78,25/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C2_S1,0,r,w,4/06/2018,65,8/08/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C2_S2,0,r,w,NA,NA,8/08/2018,NA,77,25/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C3_S1,0,r,w,5/06/2018,64,8/08/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C3_S2,0,r,w,NA,NA,8/08/2018,NA,68,25/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C4_S1,0,r,w,5/06/2018,64,8/08/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C4_S2,0,r,w,NA,NA,8/08/2018,NA,73,25/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C4_S3-5,0,r,w,NA,NA,NA,NA,NA,25/10/2018,NA,79,1/04/2019,o,56,11/07/2019,o,147,5/12/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S2-C5_S1-2,0,r,w,5/06/2018,64,8/08/2018,h,78,25/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S3-C1_S1,0,r,w,5/06/2018,47,7/08/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S3-C2_S1,0,r,w,5/06/2018,63,7/08/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S3-C3_S1,0,r,w,5/06/2018,63,7/08/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S3-C4_S1-2,0,r,w,5/06/2018,63,7/08/2018,l,71,24/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S3-C5_S1-2,0,r,w,5/06/2018,63,7/08/2018,h,78,24/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S4-C1_S1-2,0,r,w,6/06/2018,62,7/08/2018,h,78,24/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S4-C2_S1-3,0,r,w,6/06/2018,62,7/08/2018,o,78,24/10/2018,o,78,2/04/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S4-C2_S4-8,0,r,w,NA,NA,NA,NA,NA,NA,NA,NA,2/04/2019,NA,51,11/07/2019,o,131,5/12/2019,o,170,17/06/2020,o,147,26/11/2020,o,161,6/05/2021,o,,
AF-S4-C3_S1,0,r,w,6/06/2018,55,7/08/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S4-C4_S1,0,r,w,6/06/2018,50,7/08/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S4-C4_S2,0,r,w,NA,NA,7/08/2018,NA,73,24/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S4-C4_S3-4,0,r,w,NA,NA,NA,NA,NA,24/10/2018,NA,86,2/04/2019,o,57,11/07/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S4-C5_S1-2,0,r,w,6/06/2018,62,7/08/2018,l,78,24/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S4-C5_S3-7,0,r,w,NA,NA,NA,NA,NA,NA,NA,NA,2/04/2019,NA,59,11/07/2019,o,146,5/12/2019,o,181,17/06/2020,o,130,26/11/2020,o,NA,NA,NA,,
AF-S5-C1_S1-2,0,r,w,5/06/2018,63,7/08/2018,l,79,25/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S5-C2_S1-2,0,r,w,5/06/2018,63,7/08/2018,l,29,25/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S5-C3_S1,0,r,w,6/06/2018,62,7/08/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S5-C3_S2,0,r,w,NA,NA,7/08/2018,NA,78,24/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S5-C4_S1-2,0,r,w,6/06/2018,62,7/08/2018,l,79,25/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S5-C4_S4-7,0,r,w,NA,NA,NA,NA,NA,NA,NA,NA,2/04/2019,NA,66,11/07/2019,o,NA,5/12/2019,NA,195,17/06/2020,o,162,26/11/2020,o,NA,NA,NA,,
AF-S5-C5_S1-2,0,r,w,6/06/2018,62,7/08/2018,l,79,25/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S5-C5_S3-5,0,r,w,NA,NA,NA,NA,NA,25/10/2018,NA,89,2/04/2019,o,65,11/07/2019,o,147,5/12/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S6-C1_S1-3,0,r,w,6/06/2018,62,7/08/2018,h,59,25/10/2018,h,65,2/04/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S6-C1_S4-5,0,r,w,NA,NA,NA,NA,NA,NA,NA,NA,2/04/2019,NA,52,11/07/2019,c,33,5/12/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S6-C2_S1-2,0,r,w,6/06/2018,62,7/08/2018,h,79,25/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S6-C2_S3,0,r,w,NA,NA,NA,NA,NA,25/10/2018,NA,75,2/04/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S6-C2_S4-6,0,r,w,NA,NA,NA,NA,NA,NA,NA,NA,2/04/2019,NA,53,11/07/2019,o,146,5/12/2019,c,152,17/06/2020,o,NA,NA,NA,NA,NA,NA,,
AF-S6-C3_S1-2,0,r,w,6/06/2018,62,7/08/2018,h,2,25/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S7-C1_S3,0,r,w,NA,NA,NA,NA,NA,24/10/2018,NA,37,1/04/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S7-C2_S1,0,r,w,5/06/2018,39,6/08/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S7-C2_S2-3,0,r,w,NA,NA,6/08/2018,NA,79,24/10/2018,o,93,1/04/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S7-C3_S1,0,r,w,5/06/2018,62,6/08/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C1_S1,0,r,w,6/06/2018,61,6/08/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C1_S2,0,r,w,NA,NA,6/08/2018,NA,79,24/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C1_S3,0,r,w,NA,NA,NA,NA,NA,24/10/2018,NA,76,21/02/2019,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C2_S1,0,r,w,6/06/2018,61,6/08/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C2_S2,0,r,w,NA,NA,6/08/2018,NA,79,24/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C3_S1,0,r,w,6/06/2018,61,6/08/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C3_S2,0,r,w,NA,NA,6/08/2018,NA,79,24/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C4_S1-2,0,r,w,7/06/2018,58,6/08/2018,o,72,26/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S8-C4_S3-7,0,r,w,NA,NA,NA,NA,NA,26/10/2018,NA,71,21/02/2019,o,133,10/07/2019,o,103,4/12/2019,o,95,16/06/2020,o,47,25/11/2020,o,NA,NA,NA,,
AF-S8-C5_S1-3,0,r,w,7/06/2018,58,6/08/2018,o,81,26/10/2018,o,69,21/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S9-C2_S1-2,0,r,w,7/06/2018,60,6/08/2018,l,81,26/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S9-C3_S1-3,0,r,w,7/06/2018,60,6/08/2018,l,72,26/10/2018,l,53,21/02/2019,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S9-C4_S1-3,0,r,w,7/06/2018,60,6/08/2018,o,81,26/10/2018,o,76,21/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S9-C5_S1-2,0,r,w,7/06/2018,60,6/08/2018,o,81,26/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
AF-S9-C5_S4-7,0,r,w,NA,NA,NA,NA,NA,NA,NA,NA,21/02/2019,NA,89,10/07/2019,o,67,4/12/2019,o,31,17/06/2020,o,138,25/11/2020,o,NA,NA,NA,,
BF-N5_S1-2,0,b,w,14/08/2019,126,22/01/2020,o,96,2/07/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S10-C2_S1-2,0,r,w,14/08/2019,161,22/01/2020,o,162,2/07/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S10-C5_S1-2,0,r,w,14/08/2019,133,22/01/2020,o,89,2/07/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S1-C3_S1,0,r,w,13/08/2019,126,21/01/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S1-C5_S1-2,0,r,i,13/08/2019,160,21/01/2020,o,160,29/06/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S2-C2_S1-3,0,r,w,13/08/2019,145,21/01/2020,o,131,29/06/2020,o,132,15/12/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S2-C5_S1-3,0,r,i,13/08/2019,161,21/01/2020,o,160,29/06/2020,o,169,15/12/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S3-C4_S1,0,r,w,15/08/2019,124,23/01/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S5-C4_S1,0,r,w,16/08/2019,96,24/01/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S7-C1_S1,0,r,w,15/08/2019,134,23/01/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S9-C1_S1,0,r,w,15/08/2019,62,23/01/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
BF-S9-C4_S1-3,0,r,w,15/08/2019,33,23/01/2020,o,103,1/07/2020,o,125,17/12/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-N4_S1,0,b,w,13/08/2019,83,21/01/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-N5_S1,0,b,w,14/08/2019,161,22/01/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S1-C1_S1-3,0,b,w,12/08/2019,126,20/01/2020,o,122,28/06/2020,o,136,14/12/2020,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S10-C2_S1,0,r,w,14/08/2019,159,22/01/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S10-C5_S1-4,0,b,w,14/08/2019,161,22/01/2020,o,79,30/06/2020,o,68,16/12/2020,o,161,26/05/2021,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S3-C3_S1,0,r,w,12/08/2019,148,20/01/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S5-C3_S1-2,0,r,w,13/08/2019,84,21/01/2020,o,54,29/06/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S6-C1_S1-3,0,r,w,13/08/2019,161,21/01/2020,o,134,29/06/2020,o,145,15/12/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S6-C2_S1-3,0,r,i,13/08/2019,160,21/01/2020,o,160,29/06/2020,o,169,15/12/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S6-C4_S1-3,0,r,i,13/08/2019,160,21/01/2020,o,160,29/06/2020,o,56,14/12/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S6-C5_S1-2,0,r,i,13/08/2019,5,21/01/2020,o,16,29/06/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
CM-S8-C1_S1-3,0,r,w,14/08/2019,161,22/01/2020,l,160,30/06/2020,o,169,16/12/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
HR-C4_S1,0,r,i,1/05/2019,154,16/10/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
HR-PT-1,0,b,w,24/02/2018,5,4/05/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
HR-PT-2,0,r,w,24/02/2018,3,4/05/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
HR-PT-3,0,r,w,24/02/2018,57,4/05/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
HR-PT-4,0,r,w,24/02/2018,58,4/05/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
HR-PT-5,0,r,w,24/02/2018,42,4/05/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
JC-CO-1_S1,0,b,w,5/06/2019,131,14/10/2019,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
JC-PM-14_S1,0,b,w,5/06/2019,131,14/10/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
JC-PM-34_S1-5,0,b,w,5/06/2019,130,14/10/2019,o,10,26/02/2020,o,78,21/08/2020,o,112,16/04/2021,l,46,22/06/2021,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-CX1_S1-2,0,r,w,28/06/2018,117,23/10/2018,l,113,19/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-CX2_S1,0,r,w,28/06/2018,84,23/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-CX3_S1,0,r,w,28/06/2018,12,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-N1_S3-4,0,b,w,NA,NA,NA,NA,NA,19/02/2019,o,66,9/07/2019,l,124,6/12/2019,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-N5_S3,0,b,w,NA,NA,NA,NA,NA,20/02/2019,NA,14,10/07/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S10-C1_S1-2,0,r,w,26/06/2018,90,21/10/2018,h,99,21/02/2019,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S10-C3_S1,0,r,w,26/06/2018,117,21/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S10-C3_S2,0,r,w,NA,NA,21/10/2018,NA,113,21/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S10-C4_S1-2,0,r,w,26/06/2018,106,21/10/2018,h,106,21/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S10-C5_S1,0,r,w,26/06/2018,63,21/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S10-C5_S2,0,r,w,NA,NA,21/10/2018,NA,89,21/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C1_S1,0,r,w,27/06/2018,84,23/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C1_S2,0,r,w,NA,NA,22/10/2018,NA,88,19/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C1_S3,0,r,w,NA,NA,NA,NA,NA,19/02/2019,NA,140,9/07/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C2_S1,0,r,w,27/06/2018,79,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C2_S2-5,0,r,w,NA,NA,22/10/2018,NA,81,19/02/2019,h,127,9/07/2019,o,141,6/12/2019,o,170,31/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C3_S1,0,r,w,27/06/2018,72,22/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C3_S2-6,0,r,w,NA,NA,22/10/2018,NA,86,19/02/2019,o,120,9/07/2019,o,147,6/12/2019,o,161,15/06/2020,o,87,24/11/2020,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C4_S1-5,0,r,w,27/06/2018,75,22/10/2018,o,25,19/02/2019,o,45,9/07/2019,o,2,6/12/2019,o,57,31/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C5_S1,0,r,w,27/06/2018,93,22/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S1-C5_S2-5,0,r,w,NA,NA,22/10/2018,NA,94,19/02/2019,o,139,9/07/2019,o,130,6/12/2019,o,232,31/08/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S2-C1_S1-6,0,b,w,27/06/2018,55,22/10/2018,o,86,19/02/2019,o,138,9/07/2019,o,72,6/12/2019,o,111,15/06/2020,o,60,24/11/2020,c,NA,NA,NA,NA,NA,NA,,
LH-S2-C3_S1,0,r,w,27/06/2018,92,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S2-C4_S1,0,r,w,27/06/2018,86,22/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S2-C4_S2,0,r,w,NA,NA,22/10/2018,NA,90,19/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S2-C5_S1,0,r,w,27/06/2018,99,22/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S3-C1_S1,0,r,w,27/06/2018,69,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S3-C4_S1,0,r,w,27/06/2018,25,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S3-C5_S1,0,r,w,27/06/2018,103,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S4-C1_S1,0,r,w,28/06/2018,117,23/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S4-C1_S2-6,0,r,w,NA,NA,22/10/2018,NA,120,19/02/2019,o,139,9/07/2019,o,149,6/12/2019,c,191,16/06/2020,o,136,23/11/2020,o,NA,NA,NA,NA,NA,NA,,
LH-S4-C3_S1,0,r,w,28/06/2018,116,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S4-C3_S3,0,r,w,NA,NA,NA,NA,NA,19/02/2019,NA,139,9/07/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S4-C4_S1-2,0,r,w,28/06/2018,116,22/10/2018,l,120,19/02/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S4-C5_S1,0,r,w,28/06/2018,116,22/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S5-C2_S1,0,r,w,28/06/2018,92,23/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S5-C3_S1,0,r,w,28/06/2018,89,23/10/2018,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S5-C4_S1,0,r,w,28/06/2018,68,23/10/2018,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S5-C5_S2-5,0,r,i,NA,NA,23/10/2018,NA,119,19/02/2019,o,139,9/07/2019,o,150,6/12/2019,o,176,15/06/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S6-C2_S1,0,r,w,28/06/2018,83,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S6-C3_S1,0,r,w,28/06/2018,97,22/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S7-C1_S1,0,r,w,29/06/2018,88,21/10/2018,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S7-C3_S1-3,0,r,w,29/06/2018,78,21/10/2018,o,102,20/02/2019,o,138,8/07/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
LH-S7-C3_S4,0,r,w,NA,NA,NA,NA,NA,NA,NA,NA,8/07/2019,NA,21,29/07/2019,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
